Key,Type,Desc,English,French,Italian,German,Spanish,Japanese,Korean,Polish,Russian,Chinese-Simplified [zh-CN],Portuguese-Brazil [pt-BR],Chinese-Traditional [zh-TW],Pirate English [en-PI],Serbian,Swedish,Romanian,$Context,$Status
Parts/Subtitle/adapter_3v_m3_rightcone_methalox_2v-m3,Text,,Mk3 to Medium Methalox Fueled Adapter Slanted,Adaptateur oblique alimenté à méthalox Mk3 à moyen,Adattatore a methalox inclinato da Mk3 a M,"Mk3-auf-Mittel-Adapter (schräg, mit Methalox aufgetankt)",Adaptador de combustible de metalox inclinado Mk3 a mediano,Mk3 - 中型メタロックス燃料スラントアダプター,Mk3-중형 경사형 메탈록스 연료 어댑터,Przejściówka ukośna Mk3-średni ze zbiornikiem metaloksu,Скошенный адаптер с металоксом «Mk3 – средний»,Mk3对中甲氧基燃料转接器,Adaptador Inclinado Abastecido com Metalox Mk3 para Médio,Mk3型到中型傾斜式甲氧基燃料適配器,Mk3 to Medium Methalox Fueled Adapter Slanted,Mk3 to Medium Methalox Fueled Adapter Slanted,Mk3 to Medium Methalox Fueled Adapter Slanted,Mk3 to Medium Methalox Fueled Adapter Slanted,,Localized
Parts/Subtitle/adapter_3v_methalox_2v-3v,Text,,Medium to Large Methalox Fueled Adaptor,Adaptateur alimenté à méthalox moyen à large,Adattatore Methalox da M a L,Mittel-auf-Groß-Adapter (mit Methalox aufgetankt),Adaptador de combustible de metalox mediano a grande,小型 - 中型メタロックス燃料アダプター,소형-중형 메탈록스 연료 어댑터,Przejściówka średni-duży ze zbiornikiem metaloksu,Адаптер с металоксом «средний – большой»,中对大甲氧基燃料转接器,Adaptador Abastecido com Metalox Pequeno para Médio,小型到中型甲氧基燃料適配器,Medium to Large Methalox Fueled Adaptor,Medium to Large Methalox Fueled Adaptor,Medium to Large Methalox Fueled Adaptor,Medium to Large Methalox Fueled Adaptor,,Localized
Parts/Subtitle/adapter_4v_3v-4v,Text,,Large to XL Adapter,Adaptateur grand à très grand,Adattatore da L a XL,Groß-auf-XL-Adapter,Adaptador grande a XL,大型 - XL変換アダプター,대형-XL 어댑터,Przejściówka duży-XL,Адаптер «большой – XL»,大对特大转接器,Adaptador Grande para XL,大型至加大型適配器,Large to XL Adapter,Large to XL Adapter,Large to XL Adapter,Large to XL Adapter,,Localized
Parts/Subtitle/adapter_4v_methalox_3v-4v,Text,,Medium to Large Methalox Fueled Adaptor,Adaptateur alimenté à méthalox moyen à grand,Adattatore a methalox da M a L,Mittel-auf-Groß-Adapter (mit Methalox aufgetankt),Adaptador de combustible de metalox mediano a grande,中型 - 大型メタロックス燃料アダプター,중형-대형 메탈록스 연료 어댑터,Przejściówka średni-duży ze zbiornikiem metaloksu,Адаптер с металоксом «средний – большой»,中对大甲氧基燃料转接器,Adaptador Abastecido com Metalox Médio para Grande,中型到大型甲氧基燃料適配器,Medium to Large Methalox Fueled Adaptor,Medium to Large Methalox Fueled Adaptor,Medium to Large Methalox Fueled Adaptor,Medium to Large Methalox Fueled Adaptor,,Localized
Parts/Subtitle/collector_0v_radial_science_general,Text,,Radial Environment Survey,Analyse environnementale radiale,Rilevatore ambientale radiale,Radial-Umgebungsuntersuchung,Estudio del entorno radial,ラジアル環境探査機,방사형 환경 조사,Obwodowy analizator otoczenia,Продольный исследователь среды,径向环境调查,Pesquisa de ambiente radial,徑向環境調查,Radial Environment Survey,Radial Environment Survey,Radial Environment Survey,Radial Environment Survey,,Localized
Parts/Subtitle/collector_1v_science_general,Text,,Environment Survey,Analyse environnementale,Rilevatore ambientale,Umgebungsuntersuchung,Estudio del entorno,環境探査機,환경 조사,Analizator otoczenia,Исследование среды,环境调查,Pesquisa de ambiente,環境調查,Environment Survey,Environment Survey,Environment Survey,Environment Survey,,Localized
Parts/Subtitle/engine_1v_hydrogen_nerv,Text,,Hydrogen Deep Space Engine,Moteur en espace profond à hydrogène,Motore a idrogeno spaziale,Wasserstoff-Tiefenraum-Triebwerk,Motor de espacio profundo de hidrógeno,水素深宇宙エンジン,수소 심우주 엔진,Silnik długodystansowy na wodór,Двигатель на водороде для дальнего космоса,氢燃料深空核能引擎,Motor de Espaço Profundo de Hidrogênio,氫氣外太空引擎,Hydrogen Deep Space Engine,Hydrogen Deep Space Engine,Hydrogen Deep Space Engine,Hydrogen Deep Space Engine,,Localized
Parts/Subtitle/engine_3v_hydrogen_swerv,Text,,Hydrogen Deep Space Engine,Moteur en espace profond à hydrogène,Motore a idrogeno spaziale,Wasserstoff-Tiefenraum-Triebwerk,Motor de espacio profundo de hidrógeno,水素深宇宙エンジン,수소 심우주 엔진,Silnik długodystansowy na wodór,Двигатель на водороде для дальнего космоса,氢燃料深空核能引擎,Motor de Espaço Profundo de Hidrogênio,氫氣外太空引擎,Hydrogen Deep Space Engine,Hydrogen Deep Space Engine,Hydrogen Deep Space Engine,Hydrogen Deep Space Engine,,Localized
Parts/Subtitle/landinggear_0v_steerable,Text,,Steerable Landing Gear,Train d'atterrissage à direction,Carrello di atterraggio sterzabile,Lenkfahrwerk,Tren de aterrizaje dirigible,ステアリング機能付ランディングギア,조향 랜딩기어,Podwozie kierowane,Рулевое шасси,可转向起落架,Trem de Pouso Manobrável,操縱式起落架,Steerable Landing Gear,Steerable Landing Gear,Steerable Landing Gear,Steerable Landing Gear,,Localized
Parts/Subtitle/landinggear_1v,Text,,Small Landing Gear,Petit train d'atterrissage,Carrello di atterraggio piccolo,Fahrwerk (klein),Tren de aterrizaje pequeño,小型ランディングギア,소형 랜딩기어,Małe podwozie,Малое шасси,小型起落架,Trem de Pouso Pequeno,小型起落架,Small Landing Gear,Small Landing Gear,Small Landing Gear,Small Landing Gear,,Localized
Parts/Subtitle/landinggear_1v_fixed,Text,,Fixed Landing Gear,Train d'atterrissage fixe,Carrello di atterraggio fisso,Festes Fahrwerk,Tren de aterrizaje fijo,固定式ランディングギア,고정 랜딩기어,Podwozie nieruchome,Фиксированное шасси,固定式起落架,Trem de Pouso Fixo,固定式起落架,Fixed Landing Gear,Fixed Landing Gear,Fixed Landing Gear,Fixed Landing Gear,,Localized
Parts/Subtitle/landinggear_2v,Text,,Medium Landing Gear,Train d'atterrissage moyen,Carrello di atterraggio medio,Fahrwerk (mittelgroß),Tren de aterrizaje mediano,中型ランディングギア,중형 랜딩기어,Średnie podwozie,Среднее шасси,中型起落架,Trem de Pouso Médio,中型起落架,Medium Landing Gear,Medium Landing Gear,Medium Landing Gear,Medium Landing Gear,,Localized
Parts/Subtitle/landinggear_3v,Text,,Large Landing Gear,Train d'atterrissage grand,Carrello di atterraggio grande,Fahrwerk (groß),Tren de aterrizaje grande,大型ランディングギア,대형 랜딩기어,Duże podwozie,Большое шасси,大型起落架,Trem de Pouso Grande,大型起落架,Large Landing Gear,Large Landing Gear,Large Landing Gear,Large Landing Gear,,Localized
Parts/Subtitle/landinggear_4v,Text,,Extra Large Landing Gear,Train d'atterrissage extra grand,Carrello di atterraggio XL,Fahrwerk (supergroß),Tren de aterrizaje extragrande,特大ランディングギア,초대형 랜딩기어,Bardzo duże podwozie,Сверхбольшое шасси,超大起落架,Trem de Pouso Extra Grande,超大型起落架,Extra Large Landing Gear,Extra Large Landing Gear,Extra Large Landing Gear,Extra Large Landing Gear,,Localized
Parts/Subtitle/landingleg_0v,Text,,Extendable Landing Leg,Train d'atterrissage extensible,Supporto di atterraggio estensibile,Ausfahrbares Landebein,Pata de aterrizaje extensible,伸縮式着陸脚,확장형 랜딩레그,Noga rozkładana,Выдвигаемая посадочная опора,可展开式着陆支架,Perna de Pouso Extensível,展開式著陸架,Extendable Landing Leg,Extendable Landing Leg,Extendable Landing Leg,Extendable Landing Leg,,Localized
Parts/Subtitle/landingleg_1v,Text,,Extendable Landing Leg,Train d'atterrissage extensible,Supporto di atterraggio estensibile,Ausfahrbares Landebein,Pata de aterrizaje extensible,伸縮式着陸脚,확장형 랜딩레그,Noga rozkładana,Выдвигаемая посадочная опора,可展开式着陆支架,Perna de Pouso Extensível,展開式著陸架,Extendable Landing Leg,Extendable Landing Leg,Extendable Landing Leg,Extendable Landing Leg,,Localized
Parts/Subtitle/landingleg_2v,Text,,Extendable Landing Leg,Train d'atterrissage extensible,Supporto di atterraggio estensibile,Ausfahrbares Landebein,Pata de aterrizaje extensible,伸縮式着陸脚,확장형 랜딩레그,Noga rozkładana,Выдвигаемая посадочная опора,可展开式着陆支架,Perna de Pouso Extensível,展開式著陸架,Extendable Landing Leg,Extendable Landing Leg,Extendable Landing Leg,Extendable Landing Leg,,Localized
Parts/Subtitle/landingleg_3v,Text,,Heavy Duty Extendable Landing Leg,Train d'atterrissage extensible résistant,Supporto di atterraggio estensibile ad alta resistenza,Ausfahrbares Schwerlast-Landebein,Pata de aterrizaje extensible de alta resistencia,高耐久性伸縮式着陸脚,확장형 고중량 랜딩레그,Ciężka noga rozkładana,Особо прочная выдвигаемая посадочная опора,重载可展开式着陆支架,Perna de Pouso Extensível de Serviço Pesado,重型展開式著陸架,Heavy Duty Extendable Landing Leg,Heavy Duty Extendable Landing Leg,Heavy Duty Extendable Landing Leg,Heavy Duty Extendable Landing Leg,,Localized
Parts/Subtitle/light_0v_dome,Text,,Dome Light,Dôme lumineux,Luce a plafoniera,Kuppelleuchte,Luz de cúpula,ドームライト,돔 조명,Oświetlenie,Плафон,座舱顶灯,Luz da Cúpula,圓頂燈,Dome Light,Dome Light,Dome Light,Dome Light,,Localized
Parts/Subtitle/probe_0v_hexagonal_electricity,Text,,Remote Guidance Unit,Module de guidage à distance,Unita' di guida remota,Fernsteuerungseinheit,Unidad de guiado remoto,遠隔誘導ユニット,원격 유도 유닛,Moduł zdalnego sterowania,Блок удаленного управления,远程控制单元,Unidade de Controle Remoto,遙控導引單元,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,,Localized
Parts/Subtitle/probe_0v_octagonal_electricity_1x1,Text,,Remote Guidance Unit,Module de guidage à distance,Unita' di guida remota,Fernsteuerungseinheit,Unidad de guiado remoto,遠隔誘導ユニット,원격 유도 유닛,Moduł zdalnego sterowania,Блок удаленного управления,远程控制单元,Unidade de Controle Remoto,遙控導引單元,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,,Localized
Parts/Subtitle/probe_0v_octagonal_electricity_1x3,Text,,Remote Guidance Unit,Module de guidage à distance,Unita' di guida remota,Fernsteuerungseinheit,Unidad de guiado remoto,遠隔誘導ユニット,원격 유도 유닛,Moduł zdalnego sterowania,Блок удаленного управления,远程控制单元,Unidade de Controle Remoto,遙控導引單元,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,,Localized
Parts/Subtitle/probe_0v_rectangular_electricity,Text,,Remote Guidance Unit,Module de guidage à distance,Unita' di guida remota,Fernsteuerungseinheit,Unidad de guiado remoto,遠隔誘導ユニット,원격 유도 유닛,Moduł zdalnego sterowania,Блок удаленного управления,远程控制单元,Unidade de Controle Remoto,遙控導引單元,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,,Localized
Parts/Subtitle/probe_0v_spherical_electricity,Text,,Remote Guidance Unit,Module de guidage à distance,Unita' di guida remota,Fernsteuerungseinheit,Unidad de guiado remoto,遠隔誘導ユニット,원격 유도 유닛,Moduł zdalnego sterowania,Блок удаленного управления,远程控制单元,Unidade de Controle Remoto,遙控導引單元,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,,Localized
Parts/Subtitle/probe_1v_disk_electricity,Text,,Remote Guidance Unit,Module de guidage à distance,Unita' di guida remota,Fernsteuerungseinheit,Unidad de guiado remoto,遠隔誘導ユニット,원격 유도 유닛,Moduł zdalnego sterowania,Блок удаленного управления,远程控制单元,Unidade de Controle Remoto,遙控導引單元,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,Remote Guidance Unit,,Localized
