Key,Type,Desc,English,French,Italian,German,Spanish,Japanese,Korean,Polish,Russian,Chinese-Simplified [zh-CN],Portuguese-Brazil [pt-BR],Chinese-Traditional [zh-TW],Pirate English [en-PI],Serbian,Swedish,Romanian,$Context,$Status
Menu/Settings/Notifications/Passive/FlightInputPrecisionMode/Desc,Text,,Appears when precision input mode is turned on.,Apparaît lorsque le mode de saisie de précision est activé.,Viene mostrata quando viene attivato il controllo di precisione.,Appears when precision input mode is turned on.,Appears when precision input mode is turned on.,Appears when precision input mode is turned on.,Appears when precision input mode is turned on.,"Pojawia się, gdy włączony jest tryb precyzyjnego sterowania.",Появляется при включении режима точного управления.,当精细输入模式开启时，会显示此提示。,Appears when precision input mode is turned on.,Appears when precision input mode is turned on.,Appears when precision input mode is turned on.,Appears when precision input mode is turned on.,Appears when precision input mode is turned on.,Appears when precision input mode is turned on.,,Localized
Menu/Settings/Notifications/Passive/FlightInputNormalMode,Text,,Precision Control Disabled,Contrôle de précision désactivé,Controllo di precisione disattivato,Precision Control Disabled,Precision Control Disabled,Precision Control Disabled,Precision Control Disabled,Wyłączono sterowanie precyzyjne,Точное управление отключено,精密控制已禁用,Precision Control Disabled,Precision Control Disabled,Precision Control Disabled,Precision Control Disabled,Precision Control Disabled,Precision Control Disabled,,Localized
Menu/Settings/Notifications/Passive/FlightInputNormalMode/Desc,Text,,Appears when precision input mode is turned off.,Apparaît lorsque le mode de saisie de précision est désactivé.,Viene mostrata quando viene disattivata la modalità di precisione dei controlli.,Appears when precision input mode is turned off.,Appears when precision input mode is turned off.,Appears when precision input mode is turned off.,Appears when precision input mode is turned off.,"Pojawia się, gdy wyłączony jest tryb precyzyjnego sterowania.","Появляется, когда режим точного управления отключен.",当精密输入模式关闭时，会显示此提示。,Appears when precision input mode is turned off.,Appears when precision input mode is turned off.,Appears when precision input mode is turned off.,Appears when precision input mode is turned off.,Appears when precision input mode is turned off.,Appears when precision input mode is turned off.,,Localized
Menu/Settings/Notifications/Passive/FlightTrimApplied,Text,,Trim Applied,Trim appliqué,Compensazione applicata,Trim Applied,Trim Applied,Trim Applied,Trim Applied,Zastosowano trymowanie,Триммер включен,配平已应用,Compensador aplicado,Trim Applied,Trim Applied,Trim Applied,Trim Applied,Trim Applied,,Localized
Menu/Settings/Notifications/Passive/FlightTrimApplied/Desc,Text,,Appears when control trim is applied.,Apparaît lorsqu'un trim de commande est appliqué.,Viene mostrata quando viene applicata la compensazione dei comandi.,Appears when control trim is applied.,Appears when control trim is applied.,Appears when control trim is applied.,Appears when control trim is applied.,"Pojawia się, gdy zastosowane zostanie trymowanie sterów.",Появляется при включении триммера управления.,当应用了配平时，会显示此提示。,Aparece quando o compensador é aplicado,Appears when control trim is applied.,Appears when control trim is applied.,Appears when control trim is applied.,Appears when control trim is applied.,Appears when control trim is applied.,,Localized
Menu/Settings/Notifications/Passive/FlightTrimReset,Text,,Trim Reset,Trim réinitialisé,Compensazione azzerata,Trim Reset,Trim Reset,Trim Reset,Trim Reset,Zresetowano trymowanie,Сброс триммера,配平已重置,Compensador redefinido,Trim Reset,Trim Reset,Trim Reset,Trim Reset,Trim Reset,,Localized
Menu/Settings/Notifications/Passive/FlightTrimReset/Desc,Text,,Appears when control trim is cleared.,Apparaît lorsque le trim de commande est effacé.,Viene mostrata quando viene cancellata la compensazione dei comandi.,Appears when control trim is cleared.,Appears when control trim is cleared.,Appears when control trim is cleared.,Appears when control trim is cleared.,"Pojawia się, gdy trymowanie sterów zostanie wyzerowane.",Появляется при сбросе настроек триммера управления.,当配平被清除时，会显示此提示。,Aparece quando o compensador de comando é zerado.,Appears when control trim is cleared.,Appears when control trim is cleared.,Appears when control trim is cleared.,Appears when control trim is cleared.,Appears when control trim is cleared.,,Localized
Menu/Settings/Notifications/Passive/TimeWarpCantIncreaseAltitude,Text,,Time Warp Limited by Altitude,Avance rapide limitée par l'altitude,Accelerazione temporale limitata dall'altitudine,Time Warp Limited by Altitude,Time Warp Limited by Altitude,Time Warp Limited by Altitude,Time Warp Limited by Altitude,Przyspieszenie czasu ograniczone przez wysokość,Искажение времени ограничено высотой,时间加速受高度限制,Time Warp Limited by Altitude,Time Warp Limited by Altitude,Time Warp Limited by Altitude,Time Warp Limited by Altitude,Time Warp Limited by Altitude,Time Warp Limited by Altitude,,Localized
Menu/Settings/Notifications/Passive/TimeWarpCantIncreaseAltitude/Desc,Text,,Appears when time warp cannot be increased because the vessel is too low.,Apparaît lorsque l'avance rapide ne peut pas être augmentée car le vaisseau est trop bas.,Viene mostrata quando non è possibile aumentare l'accelerazione temporale perché il veicolo si trova a un'altitudine troppo bassa.,Appears when time warp cannot be increased because the vessel is too low.,Appears when time warp cannot be increased because the vessel is too low.,Appears when time warp cannot be increased because the vessel is too low.,Appears when time warp cannot be increased because the vessel is too low.,"Pojawia się, gdy nie można zwiększyć przyspieszenia czasu, ponieważ statek znajduje się zbyt nisko.","Появляется, когда скорость изменения времени невозможно увеличить, потому что аппарат находится слишком низко.",当航天器因高度过低而无法提高时间加速倍率时，会显示此提示。,Appears when time warp cannot be increased because the vessel is too low.,Appears when time warp cannot be increased because the vessel is too low.,Appears when time warp cannot be increased because the vessel is too low.,Appears when time warp cannot be increased because the vessel is too low.,Appears when time warp cannot be increased because the vessel is too low.,Appears when time warp cannot be increased because the vessel is too low.,,Localized
Menu/Settings/Notifications/Passive/TimeWarpToLocationCompleted,Text,,Warp-To Complete,Avance rapide terminée,Accelerazione temporale completata,Warp-To Complete,Warp-To Complete,Warp-To Complete,Warp-To Complete,Zakończono przyspieszanie do celu,Перемещение к точке завершено,时间加速已完成,Warp-To Complete,Warp-To Complete,Warp-To Complete,Warp-To Complete,Warp-To Complete,Warp-To Complete,,Localized
Menu/Settings/Notifications/Passive/TimeWarpToLocationCompleted/Desc,Text,,Appears when an automatic warp to a target time finishes.,Apparaît lorsqu'une avance rapide automatique vers un temps cible se termine.,Viene mostrata quando termina un'accelerazione temporale automatica verso un bersaglio.,Appears when an automatic warp to a target time finishes.,Appears when an automatic warp to a target time finishes.,Appears when an automatic warp to a target time finishes.,Appears when an automatic warp to a target time finishes.,"Pojawia się, gdy automatyczne przyspieszenie czasu do docelowego momentu dobiegnie końca.",Появляется после завершения автоматического перемещения во времени к заданной точке.,当自动时间加速到达预设目标点时，会显示此提示。,Appears when an automatic warp to a target time finishes.,Appears when an automatic warp to a target time finishes.,Appears when an automatic warp to a target time finishes.,Appears when an automatic warp to a target time finishes.,Appears when an automatic warp to a target time finishes.,Appears when an automatic warp to a target time finishes.,,Localized
Menu/Settings/Notifications/Passive/TimeWarpDecreasingOrbitalEvent,Text,,Time Warp Reduced for Orbital Event,Avance rapide réduite pour un événement orbital,Accelerazione temporale ridotta per evento orbitale,Time Warp Reduced for Orbital Event,Time Warp Reduced for Orbital Event,Time Warp Reduced for Orbital Event,Time Warp Reduced for Orbital Event,Zmniejszono przyspieszenie ze względu na zdarzenie orbitalne,Уменьшение искажения времени при орбитальном событии,时间加速因轨道事件降低,Time Warp Reduced for Orbital Event,Time Warp Reduced for Orbital Event,Time Warp Reduced for Orbital Event,Time Warp Reduced for Orbital Event,Time Warp Reduced for Orbital Event,Time Warp Reduced for Orbital Event,,Localized
Menu/Settings/Notifications/Passive/TimeWarpDecreasingOrbitalEvent/Desc,Text,,Appears when time warp is automatically lowered ahead of a maneuver or sphere-of-influence change.,Apparaît lorsque l'avance rapide est automatiquement réduite avant une manœuvre ou un changement de sphère d'influence.,Viene mostrata quando l'accelerazione temporale viene ridotta automaticamente prima di una manovra o di una transizione di SdI.,Appears when time warp is automatically lowered ahead of a maneuver or sphere-of-influence change.,Appears when time warp is automatically lowered ahead of a maneuver or sphere-of-influence change.,Appears when time warp is automatically lowered ahead of a maneuver or sphere-of-influence change.,Appears when time warp is automatically lowered ahead of a maneuver or sphere-of-influence change.,"Pojawia się, gdy przyspieszenie czasu zostaje automatycznie zmniejszone przed manewrem lub zmianą strefy wpływów.","Появляется, когда скорость искажения времени автоматически снижается перед выполнением маневра или изменением сферы притяжения.",当时间加速在机动或引力范围变化之前自动降低时，会显示此提示。,Appears when time warp is automatically lowered ahead of a maneuver or sphere-of-influence change.,Appears when time warp is automatically lowered ahead of a maneuver or sphere-of-influence change.,Appears when time warp is automatically lowered ahead of a maneuver or sphere-of-influence change.,Appears when time warp is automatically lowered ahead of a maneuver or sphere-of-influence change.,Appears when time warp is automatically lowered ahead of a maneuver or sphere-of-influence change.,Appears when time warp is automatically lowered ahead of a maneuver or sphere-of-influence change.,,Localized
Menu/Settings/Notifications/Passive/ForceDecreaseTimeWarp,Text,,Time Warp Reduced,Avance rapide réduite,Accelerazione temporale ridotta,Time Warp Reduced,Time Warp Reduced,Time Warp Reduced,Time Warp Reduced,Zmniejszono przyspieszenie czasu,Уменьшение искажения времени,时间加速已降低,Time Warp Reduced,Time Warp Reduced,Time Warp Reduced,Time Warp Reduced,Time Warp Reduced,Time Warp Reduced,,Localized
Menu/Settings/Notifications/Passive/ForceDecreaseTimeWarp/Desc,Text,,Appears when time warp is automatically lowered because the current rate is no longer allowed.,Apparaît lorsque l'avance rapide est automatiquement réduite car la vitesse actuelle n'est plus autorisée.,Viene mostrata quando l'accelerazione temporale viene ridotta automaticamente perché il moltiplicatore attuale non è più consentito.,Appears when time warp is automatically lowered because the current rate is no longer allowed.,Appears when time warp is automatically lowered because the current rate is no longer allowed.,Appears when time warp is automatically lowered because the current rate is no longer allowed.,Appears when time warp is automatically lowered because the current rate is no longer allowed.,"Pojawia się, gdy przyspieszenie czasu zostaje automatycznie zmniejszone, ponieważ obecna prędkość nie jest już dozwolona.","Появляется, когда скорость изменения времени автоматически снижается, поскольку текущая скорость больше не допускается.",当时间加速因当前倍率不被允许而自动降低时，会显示此提示。,Appears when time warp is automatically lowered because the current rate is no longer allowed.,Appears when time warp is automatically lowered because the current rate is no longer allowed.,Appears when time warp is automatically lowered because the current rate is no longer allowed.,Appears when time warp is automatically lowered because the current rate is no longer allowed.,Appears when time warp is automatically lowered because the current rate is no longer allowed.,Appears when time warp is automatically lowered because the current rate is no longer allowed.,,Localized
Menu/Settings/Notifications/Passive/ThrottleLockedDueToTimeWarp,Text,,Throttle Locked,Gaz bloqués,Manetta bloccata,Throttle Locked,Throttle Locked,Throttle Locked,Throttle Locked,Ciąg zablokowany,Дроссель заблокирован,节流阀已锁定,Throttle Locked,Throttle Locked,Throttle Locked,Throttle Locked,Throttle Locked,Throttle Locked,,Localized
Menu/Settings/Notifications/Passive/ThrottleLockedDueToTimeWarp/Desc,Text,,Appears when the throttle is locked because time warp is active.,Apparaît lorsque les gaz sont bloqués car l'avance rapide est active.,Viene mostrata quando la manetta è bloccata perché l'accelerazione temporale è attiva.,Appears when the throttle is locked because time warp is active.,Appears when the throttle is locked because time warp is active.,Appears when the throttle is locked because time warp is active.,Appears when the throttle is locked because time warp is active.,"Pojawia się, gdy przepustnica zostaje zablokowana z powodu aktywnego przyspieszenia czasu.","Появляется, когда дроссель заблокирован, поскольку активирована функция искажения времени.",当节流阀因时间加速激活而被锁定时，会显示此提示。,Appears when the throttle is locked because time warp is active.,Appears when the throttle is locked because time warp is active.,Appears when the throttle is locked because time warp is active.,Appears when the throttle is locked because time warp is active.,Appears when the throttle is locked because time warp is active.,Appears when the throttle is locked because time warp is active.,,Localized
Menu/Settings/Notifications/Passive/EngineInAirBreathingMode,Text,,Air-Breathing Mode,Mode aérobie,Modalità a ciclo aspirato,Air-Breathing Mode,Air-Breathing Mode,Air-Breathing Mode,Air-Breathing Mode,Tryb atmosferyczny silnika,Воздушно-реактивный режим,吸气模式,Air-Breathing Mode,Air-Breathing Mode,Air-Breathing Mode,Air-Breathing Mode,Air-Breathing Mode,Air-Breathing Mode,,Localized
Menu/Settings/Notifications/Passive/EngineInAirBreathingMode/Desc,Text,,Appears when an engine switches to air-breathing mode.,Apparaît lorsqu'un moteur passe en mode aérobie.,Viene mostrata quando un motore passa alla modalità a ciclo aspirato.,Appears when an engine switches to air-breathing mode.,Appears when an engine switches to air-breathing mode.,Appears when an engine switches to air-breathing mode.,Appears when an engine switches to air-breathing mode.,"Pojawia się, gdy silnik przełącza się w tryb atmosferyczny.","Появляется, когда двигатель переключается в воздушно-реактивный режим.",当引擎切换至吸气模式时，会显示此提示。,Appears when an engine switches to air-breathing mode.,Appears when an engine switches to air-breathing mode.,Appears when an engine switches to air-breathing mode.,Appears when an engine switches to air-breathing mode.,Appears when an engine switches to air-breathing mode.,Appears when an engine switches to air-breathing mode.,,Localized
Menu/Settings/Notifications/Passive/GamePauseToggled,Text,,Game Paused,Jeu en pause,Gioco in pausa,Game Paused,Game Paused,Game Paused,Game Paused,Gra wstrzymana,Игра приостановлена,游戏暂停,Game Paused,Game Paused,Game Paused,Game Paused,Game Paused,Game Paused,,Localized
Menu/Settings/Notifications/Passive/GamePauseToggled/Desc,Text,,Appears when the game is paused or unpaused.,Apparaît lorsque le jeu est mis en pause ou repris.,Viene mostrata quando il gioco viene messo in pausa o ripreso.,Appears when the game is paused or unpaused.,Appears when the game is paused or unpaused.,Appears when the game is paused or unpaused.,Appears when the game is paused or unpaused.,"Pojawia się, gdy gra zostaje wstrzymana lub wznowiona.",Появляется при приостановке или возобновлении игры.,当游戏暂停或取消暂停时，会显示此提示。,Appears when the game is paused or unpaused.,Appears when the game is paused or unpaused.,Appears when the game is paused or unpaused.,Appears when the game is paused or unpaused.,Appears when the game is paused or unpaused.,Appears when the game is paused or unpaused.,,Localized
Menu/Settings/Notifications/Passive/MuteSoundChanged,Text,,Sound Effects Muted,Effets sonores coupés,Effetti sonori disattivati,Sound Effects Muted,Sound Effects Muted,Sound Effects Muted,Sound Effects Muted,Efekty dźwiękowe wyciszone,Звуковые эффекты отключены,已关闭音效,Sound Effects Muted,Sound Effects Muted,Sound Effects Muted,Sound Effects Muted,Sound Effects Muted,Sound Effects Muted,,Localized
Menu/Settings/Notifications/Passive/MuteSoundChanged/Desc,Text,,Appears when sound effects are muted or unmuted.,Apparaît lorsque les effets sonores sont coupés ou réactivés.,Viene mostrata quando gli effetti sonori vengono disattivati o riattivati.,Appears when sound effects are muted or unmuted.,Appears when sound effects are muted or unmuted.,Appears when sound effects are muted or unmuted.,Appears when sound effects are muted or unmuted.,"Pojawia się, gdy efekty dźwiękowe zostają wyciszone lub ponownie włączone.",Появляется при включении или выключении звуковых эффектов.,当音效被静音或取消静音时，会显示此提示。,Appears when sound effects are muted or unmuted.,Appears when sound effects are muted or unmuted.,Appears when sound effects are muted or unmuted.,Appears when sound effects are muted or unmuted.,Appears when sound effects are muted or unmuted.,Appears when sound effects are muted or unmuted.,,Localized
Menu/Settings/Notifications/Passive/MuteMusicChanged,Text,,Music Muted,Musique coupée,Musica disattivata,Music Muted,Music Muted,Music Muted,Music Muted,Muzyka wyciszona,Музыка отключена,已关闭音乐,Music Muted,Music Muted,Music Muted,Music Muted,Music Muted,Music Muted,,Localized
Menu/Settings/Notifications/Passive/MuteMusicChanged/Desc,Text,,Appears when music is muted or unmuted.,Apparaît lorsque la musique est coupée ou réactivée.,Viene mostrata quando la musica viene disattivata o riattivata.,Appears when music is muted or unmuted.,Appears when music is muted or unmuted.,Appears when music is muted or unmuted.,Appears when music is muted or unmuted.,"Pojawia się, gdy muzyka zostaje wyciszona lub ponownie włączona.",Появляется при включении или выключении музыки.,当音乐被静音或取消静音时，会显示此提示,Appears when music is muted or unmuted.,Appears when music is muted or unmuted.,Appears when music is muted or unmuted.,Appears when music is muted or unmuted.,Appears when music is muted or unmuted.,Appears when music is muted or unmuted.,,Localized
Menu/Settings/Notifications/Passive/QuickSaveComplete,Text,,Quicksave Complete,Sauvegarde rapide terminée,Salvataggio rapido completato,Quicksave Complete,Quicksave Complete,Quicksave Complete,Quicksave Complete,Zakończono szybki zapis,Быстрое сохранение завершено,快速存档已完成,Quicksave Complete,Quicksave Complete,Quicksave Complete,Quicksave Complete,Quicksave Complete,Quicksave Complete,,Localized
Menu/Settings/Notifications/Passive/QuickSaveComplete/Desc,Text,,Appears when a quicksave finishes writing.,Apparaît lorsqu'une sauvegarde rapide a fini d'être écrite.,Viene mostrata quando viene completato il salvataggio rapido.,Appears when a quicksave finishes writing.,Appears when a quicksave finishes writing.,Appears when a quicksave finishes writing.,Appears when a quicksave finishes writing.,"Pojawia się, gdy szybki zapis gry dobiegnie końca.","Появляется, когда завершается запись в быстрое сохранение.",当快速存档保存完成时，会显示此提示。,Appears when a quicksave finishes writing.,Appears when a quicksave finishes writing.,Appears when a quicksave finishes writing.,Appears when a quicksave finishes writing.,Appears when a quicksave finishes writing.,Appears when a quicksave finishes writing.,,Localized
Menu/Settings/Notifications/Passive/NewMissionAvailable,Text,,New Mission Available,Nouvelle mission disponible,Nuova missione disponibile,New Mission Available,New Mission Available,New Mission Available,New Mission Available,Dostępna nowa misja,Доступна новая миссия,新任务可用,New Mission Available,New Mission Available,New Mission Available,New Mission Available,New Mission Available,New Mission Available,,Localized
Menu/Settings/Notifications/Passive/NewMissionAvailable/Desc,Text,,Appears when a new mission becomes available.,Apparaît lorsqu'une nouvelle mission devient disponible.,Viene mostrata quando una nuova missione diventa disponibile.,Appears when a new mission becomes available.,Appears when a new mission becomes available.,Appears when a new mission becomes available.,Appears when a new mission becomes available.,"Pojawia się, gdy nowa misja staje się dostępna.","Появляется, когда становится доступна новая миссия.",当新任务可用时，会显示此提示。,Appears when a new mission becomes available.,Appears when a new mission becomes available.,Appears when a new mission becomes available.,Appears when a new mission becomes available.,Appears when a new mission becomes available.,Appears when a new mission becomes available.,,Localized
Menu/Settings/Notifications/Passive/MissionTracked,Text,,Mission Tracked,Mission suivie,Tracciamento missione attivo,Mission Tracked,Mission Tracked,Mission Tracked,Mission Tracked,Śledzenie misji,Миссия отслеживается,任务已追踪,Mission Tracked,Mission Tracked,Mission Tracked,Mission Tracked,Mission Tracked,Mission Tracked,,Localized
Menu/Settings/Notifications/Passive/MissionTracked/Desc,Text,,Appears when a mission is added to tracking.,Apparaît lorsqu'une mission est ajoutée au suivi.,Viene mostrata quando una missione viene aggiunta al tracciamento.,Appears when a mission is added to tracking.,Appears when a mission is added to tracking.,Appears when a mission is added to tracking.,Appears when a mission is added to tracking.,"Pojawia się, gdy misja zostaje dodana do śledzonych.",Появляется при добавлении миссии в систему отслеживания.,当任务被加入追踪时，会显示此提示。,Appears when a mission is added to tracking.,Appears when a mission is added to tracking.,Appears when a mission is added to tracking.,Appears when a mission is added to tracking.,Appears when a mission is added to tracking.,Appears when a mission is added to tracking.,,Localized
Menu/Settings/Notifications/Passive/MissionUntracked,Text,,Mission Untracked,Mission non suivie,Tracciamento missione disattivato,Mission Untracked,Mission Untracked,Mission Untracked,Mission Untracked,Zakończono śledzenie misji,Миссия не отслеживается,任务取消追踪,Mission Untracked,Mission Untracked,Mission Untracked,Mission Untracked,Mission Untracked,Mission Untracked,,Localized
Menu/Settings/Notifications/Passive/MissionUntracked/Desc,Text,,Appears when a mission is removed from tracking.,Apparaît lorsqu'une mission est retirée du suivi.,Viene mostrata quando si disattiva il tracciamento di una missione.,Appears when a mission is removed from tracking.,Appears when a mission is removed from tracking.,Appears when a mission is removed from tracking.,Appears when a mission is removed from tracking.,"Pojawia się, gdy misja zostaje usunięta ze śledzonych.","Появляется, когда миссия удаляется из системы отслеживания.",当任务被取消追踪时，会显示此提示。,Appears when a mission is removed from tracking.,Appears when a mission is removed from tracking.,Appears when a mission is removed from tracking.,Appears when a mission is removed from tracking.,Appears when a mission is removed from tracking.,Appears when a mission is removed from tracking.,,Localized
Menu/Settings/AutoSaveTitle,Text,,Auto Save Settings,Paramètres de sauvegarde automatique,Impostazioni salvataggio automatico,Auto Save Settings,Auto Save Settings,Auto Save Settings,Auto Save Settings,Auto Save Settings,Настройки автосохранения,自动保存设置,Auto Save Settings,Auto Save Settings,Auto Save Settings,Auto Save Settings,Auto Save Settings,Auto Save Settings,,Localized
Menu/Settings/EnableAutoSave,Text,,Enable Auto Saves,Activer les sauvegardes automatiques,Abilita salvataggio automatico,Enable Auto Saves,Enable Auto Saves,Enable Auto Saves,Enable Auto Saves,Enable Auto Saves,Включить автосохранения,启用自动保存,Enable Auto Saves,Enable Auto Saves,Enable Auto Saves,Enable Auto Saves,Enable Auto Saves,Enable Auto Saves,,Localized
Menu/Settings/AutoSaveCooldown,Text,,Auto Save Time,Délai de sauvegarde automatique,Frequenza salvataggio automatico,Auto Save Time,Auto Save Time,Auto Save Time,Auto Save Time,Auto Save Time,Интервал автосохранения,自动保存间隔,Auto Save Time,Auto Save Time,Auto Save Time,Auto Save Time,Auto Save Time,Auto Save Time,,Localized
Menu/Settings/Descriptions/AutoSaveCooldown,Text,,The time it will take to auto save in seconds.,"Le temps, en secondes, avant qu'une sauvegarde automatique soit effectuée.",Tempo d'attesa in secondi per il salvataggio automatico,The time it will take to auto save in seconds.,The time it will take to auto save in seconds.,The time it will take to auto save in seconds.,The time it will take to auto save in seconds.,The time it will take to auto save in seconds.,"Интервал между автосохранениями, в секундах.",两次自动保存之间的时间间隔，单位秒。,The time it will take to auto save in seconds.,The time it will take to auto save in seconds.,The time it will take to auto save in seconds.,The time it will take to auto save in seconds.,The time it will take to auto save in seconds.,The time it will take to auto save in seconds.,,Localized
Menu/Settings/AutoSaveMaxCount,Text,,Maximum Amount of Auto Saves,Nombre maximum de sauvegardes automatiques,Numero massimo di salvataggi automatici,Maximum Amount of Auto Saves,Maximum Amount of Auto Saves,Maximum Amount of Auto Saves,Maximum Amount of Auto Saves,Maximum Amount of Auto Saves,Максимальное количество автосохранений,自动存档的最大数量,Maximum Amount of Auto Saves,Maximum Amount of Auto Saves,Maximum Amount of Auto Saves,Maximum Amount of Auto Saves,Maximum Amount of Auto Saves,Maximum Amount of Auto Saves,,Localized
Menu/Settings/Description/AutoSaveMaxCount,Text,,The maximum amount of auto save files before it overwrites the oldest one.,Le nombre maximum de fichiers de sauvegarde automatique avant que le plus ancien ne soit écrasé.,Numero massimo di file di salvataggio automatico consentiti prima che venga sovrascritto il più vecchio,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,"Максимальное количество файлов автосохранения, после которого самый старый файл будет перезаписан.",自动保存存档的最大数量，超过这一数量会删除最旧的自动存档。,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,,Localized
Menu/Settings/EnableSOIChangeAutoSave,Text,,"Enable ""SOI Changed"" Auto Save events",Activer les sauvegardes automatiques lors des événements « Changement de SDI »,"Abilita i salvataggi automatici per l'evento ""Transizione di SdI""","Enable ""SOI Changed"" Auto Save events","Enable ""SOI Changed"" Auto Save events","Enable ""SOI Changed"" Auto Save events","Enable ""SOI Changed"" Auto Save events","Enable ""SOI Changed"" Auto Save events","Включить автосохранения при событии ""Смена Сферы"".",在引力范围变化时自动保存,"Enable ""SOI Changed"" Auto Save events","Enable ""SOI Changed"" Auto Save events","Enable ""SOI Changed"" Auto Save events","Enable ""SOI Changed"" Auto Save events","Enable ""SOI Changed"" Auto Save events","Enable ""SOI Changed"" Auto Save events",,Localized
Menu/Settings/EnableVesselLandedAutoSave,Text,,"Enable ""Vessel Landed"" Auto Save events",Activer les sauvegardes automatiques lors des événements « Vaisseau posé »,"Abilita i salvataggi automatici per l'evento ""Veicolo Atterrato""","Enable ""Vessel Landed"" Auto Save events","Enable ""Vessel Landed"" Auto Save events","Enable ""Vessel Landed"" Auto Save events","Enable ""Vessel Landed"" Auto Save events","Enable ""Vessel Landed"" Auto Save events","Включить автосохранения при событии ""Аппарат приземлился""",在航天器着陆时自动保存,"Enable ""Vessel Landed"" Auto Save events","Enable ""Vessel Landed"" Auto Save events","Enable ""Vessel Landed"" Auto Save events","Enable ""Vessel Landed"" Auto Save events","Enable ""Vessel Landed"" Auto Save events","Enable ""Vessel Landed"" Auto Save events",,Localized
Menu/Settings/EnableVesselSplashedAutoSave,Text,,"Enable ""Vessel Splashed"" Auto Save events",Activer les sauvegardes automatiques lors des événements « Vaisseau amerri »,"Abilita i salvataggi automatici per l'evento ""Veicolo ammarato""","Enable ""Vessel Splashed"" Auto Save events","Enable ""Vessel Splashed"" Auto Save events","Enable ""Vessel Splashed"" Auto Save events","Enable ""Vessel Splashed"" Auto Save events","Enable ""Vessel Splashed"" Auto Save events","Включить автосохранения при событии ""Аппарат приводнился"".",在飞船溅落时自动保存,"Enable ""Vessel Splashed"" Auto Save events","Enable ""Vessel Splashed"" Auto Save events","Enable ""Vessel Splashed"" Auto Save events","Enable ""Vessel Splashed"" Auto Save events","Enable ""Vessel Splashed"" Auto Save events","Enable ""Vessel Splashed"" Auto Save events",,Localized
Menu/Settings/EnableVesselAtmosphereTransitionAutoSave,Text,,"Enable ""Atmosphere Transition"" Auto Save events",Activer les sauvegardes automatiques lors des événements « Transition atmosphérique »,"Abilita i salvataggi automatici per l'evento ""Transizione atmosferica""","Enable ""Atmosphere Transition"" Auto Save events","Enable ""Atmosphere Transition"" Auto Save events","Enable ""Atmosphere Transition"" Auto Save events","Enable ""Atmosphere Transition"" Auto Save events","Enable ""Atmosphere Transition"" Auto Save events","Включить автосохранения при событии ""Граница атмосферы"".",在进入或离开大气层时自动保存,"Enable ""Atmosphere Transition"" Auto Save events","Enable ""Atmosphere Transition"" Auto Save events","Enable ""Atmosphere Transition"" Auto Save events","Enable ""Atmosphere Transition"" Auto Save events","Enable ""Atmosphere Transition"" Auto Save events","Enable ""Atmosphere Transition"" Auto Save events",,Localized
Menu/Settings/MaxVesselLandedAutoSaveCount,Text,,"Max amount of ""Vessel Landed"" Auto Save files",Nombre maximum de fichiers de sauvegarde automatique « Vaisseau posé »,"Numero massimo di file di salvataggio automatico per ""Veicolo Atterrato""","Max amount of ""Vessel Landed"" Auto Save files","Max amount of ""Vessel Landed"" Auto Save files","Max amount of ""Vessel Landed"" Auto Save files","Max amount of ""Vessel Landed"" Auto Save files","Max amount of ""Vessel Landed"" Auto Save files","Максимальное количество автосохранений ""Аппарат приземлился""",航天器着陆的自动存档最大数量,"Max amount of ""Vessel Landed"" Auto Save files","Max amount of ""Vessel Landed"" Auto Save files","Max amount of ""Vessel Landed"" Auto Save files","Max amount of ""Vessel Landed"" Auto Save files","Max amount of ""Vessel Landed"" Auto Save files","Max amount of ""Vessel Landed"" Auto Save files",,Localized
Menu/Settings/Descriptions/MaxVesselLandedAutoSaveCount,Text,,The maximum amount of auto save files before it overwrites the oldest one.,Le nombre maximum de fichiers de sauvegarde automatique avant que le plus ancien ne soit écrasé.,Numero massimo di file di salvataggio automatico consentiti prima che venga sovrascritto il più vecchio,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,"Максимальное количество файлов автосохранения, после которого самый старый файл будет перезаписан.",自动保存存档的最大数量，超过这一数量会删除最旧的自动存档。,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,The maximum amount of auto save files before it overwrites the oldest one.,,Localized
